N,P,K,temperature,humidity,ph,rainfall,crop
28,16,26,27.9631,93.9037,5.8627,135.7725,coconut
27,13,35,28.8078,95.7049,6.2376,161.7478,coconut
17,24,37,24.4458,98.9495,6.0757,177.4224,coconut
28,13,27,31.7355,95.5964,5.7281,152.2962,coconut
24,18,28,25.0509,100.0,6.392,164.445,coconut
23,12,25,29.5498,92.7551,5.4905,169.5512,coconut
28,16,23,25.5105,94.9508,6.2353,169.1523,coconut
27,18,33,26.262,94.0674,5.6204,221.378,coconut
25,15,31,29.0775,92.2871,6.5657,184.4557,coconut
24,19,30,29.5551,94.6173,5.5366,186.9878,coconut
24,16,24,24.9574,96.0433,6.3457,188.4914,coconut
20,20,37,29.6809,96.3106,5.9755,190.3157,coconut
22,21,28,29.59,100.0,5.89,172.9278,coconut
18,15,32,25.6241,96.1612,6.0556,166.9813,coconut
21,17,24,30.6973,97.8753,6.1896,179.1704,coconut
21,18,29,24.5863,95.1652,5.7287,203.9201,coconut
19,19,31,26.2505,99.1951,5.7553,203.156,coconut
23,17,31,28.458,100.0,6.1949,168.99,coconut
21,18,31,25.7929,96.3277,5.4878,194.1961,coconut
24,16,32,28.0276,92.5184,5.8247,170.1354,coconut
16,17,25,27.9822,93.628,6.9122,175.8468,coconut
22,21,31,27.1259,95.7048,5.7096,163.1619,coconut
23,19,30,29.1648,96.1412,6.3443,170.4589,coconut
21,19,31,27.0433,96.7461,5.8242,208.5333,coconut
21,19,30,27.9631,96.1505,6.1527,177.3105,coconut
16,17,25,29.7929,95.0175,6.1963,178.3821,coconut
23,18,25,29.0814,93.4095,6.3387,138.8196,coconut
25,14,21,29.072,96.0028,5.9399,167.2689,coconut
24,21,33,25.2016,99.6375,6.5967,168.9671,coconut
26,9,33,28.5496,97.5498,5.8232,154.2714,coconut
23,17,33,25.743,96.3368,6.0703,175.5416,coconut
24,20,31,24.9372,97.5739,6.0736,164.2704,coconut
23,13,21,27.3566,94.0723,5.6634,176.9999,coconut
25,18,26,25.6914,93.7293,5.9142,178.0376,coconut
16,15,31,29.0812,93.1305,6.0485,151.1061,coconut
18,16,31,29.1291,94.6868,5.8704,165.0325,coconut
28,20,29,23.6947,93.945,6.7323,176.9344,coconut
12,18,31,25.8434,98.0207,5.7484,204.6075,coconut
21,11,30,24.5804,93.8117,6.3538,181.418,coconut
27,14,30,26.5747,92.9932,6.2569,158.4516,coconut
22,20,27,28.4104,99.8564,5.9958,184.9751,coconut
20,18,34,27.0154,93.8716,5.7404,217.6887,coconut
23,22,28,26.3205,95.3838,5.7695,197.9177,coconut
21,22,25,30.1004,96.1283,5.8446,188.6882,coconut
22,16,27,22.8903,92.1583,5.4643,193.1398,coconut
19,25,29,29.9737,98.0887,5.699,210.9989,coconut
26,17,34,26.4114,96.5928,5.5553,201.8907,coconut
28,14,30,27.3438,98.896,6.4038,189.169,coconut
21,15,29,26.4453,93.3019,6.1855,201.7161,coconut
16,10,25,30.5858,95.2478,6.2358,147.9587,coconut
20,22,33,25.038,95.0984,6.1766,137.4434,coconut
120,40,22,21.7733,77.2578,6.9555,79.2359,cotton
119,40,21,24.1391,74.0443,6.0321,76.6074,cotton
111,46,23,28.542,76.2851,8.1209,79.2988,cotton
128,41,22,27.3692,76.9964,6.6659,68.0039,cotton
96,41,23,26.2719,82.0864,7.2732,57.6907,cotton
112,47,25,25.9892,84.6089,6.8823,48.5834,cotton
112,37,24,25.7486,74.1072,6.4985,78.0323,cotton
98,40,19,26.8969,81.4078,6.439,73.535,cotton
136,58,16,22.8584,75.2932,7.6928,69.8609,cotton
102,49,27,20.6123,82.5163,7.378,99.8382,cotton
111,42,19,24.1725,77.5091,7.8718,67.1084,cotton
129,49,18,21.956,75.7947,6.9277,101.2525,cotton
126,49,13,21.3624,83.1987,7.044,104.3577,cotton
105,52,21,22.1993,77.6523,6.7664,50.7365,cotton
126,45,21,30.2133,78.7361,6.7565,81.3857,cotton
121,52,14,24.3403,71.12,6.3791,74.0046,cotton
140,34,22,24.9048,83.7862,6.942,36.3229,cotton
123,40,18,20.9441,83.2836,6.5054,58.3304,cotton
116,47,31,19.3906,80.0218,7.121,91.624,cotton
108,48,18,21.9524,73.8897,6.985,110.288,cotton
109,41,18,27.5955,84.8375,7.0438,93.5402,cotton
108,48,17,24.8357,77.3349,7.7376,84.8545,cotton
134,42,25,25.4965,78.1866,6.8811,79.68,cotton
118,44,19,25.8464,89.2482,7.2784,105.2399,cotton
125,52,17,22.5216,77.1855,7.9258,112.2236,cotton
136,51,23,27.4699,82.9688,7.5533,71.1974,cotton
90,40,14,22.418,82.2484,7.4766,50.0002,cotton
133,40,23,27.5156,81.5607,6.7467,48.5272,cotton
119,44,27,25.1058,81.128,7.0148,99.8282,cotton
123,46,22,19.5274,81.5056,6.2409,79.2941,cotton
108,42,23,22.13,81.0878,7.1495,82.7486,cotton
109,52,23,19.5377,79.7923,7.0372,53.1402,cotton
124,48,27,26.9082,86.0451,6.9117,68.7022,cotton
140,48,25,23.9382,74.7494,7.4136,75.5678,cotton
130,38,22,18.4291,84.0858,6.2961,83.1176,cotton
133,53,24,24.9394,83.2894,7.7174,74.0211,cotton
116,29,16,22.6571,82.7936,7.3509,64.4401,cotton
111,51,23,20.2905,84.4679,6.8647,68.2315,cotton
109,52,16,28.1949,79.6296,6.8256,98.1248,cotton
112,43,19,24.2682,72.5241,7.1403,83.6718,cotton
93,54,8,23.2664,79.7108,7.6604,89.1824,cotton
109,46,22,23.0014,76.0352,6.9508,66.5169,cotton
111,46,17,20.2168,77.0726,6.972,35.6926,cotton
116,48,24,20.7386,75.0303,6.9091,72.1534,cotton
120,65,22,27.2123,78.0906,7.791,67.0014,cotton
122,54,24,22.8153,77.6135,6.7156,85.2352,cotton
118,50,16,24.0552,70.4897,6.8852,129.2859,cotton
111,41,24,18.8892,82.8009,7.6317,90.4275,cotton
94,47,28,20.7048,88.8813,6.9735,121.0394,cotton
111,41,23,25.5245,82.4249,7.4685,88.5315,cotton
106,51,23,24.9443,79.1883,6.4444,70.5517,cotton
124,47,21,28.3834,79.781,6.7974,85.2187,cotton
129,39,18,27.3574,78.3161,7.6422,106.7096,cotton
129,46,23,23.4232,80.3602,6.5618,107.4434,cotton
127,41,14,25.1824,79.852,6.8244,71.3699,cotton
116,47,18,23.2085,76.6358,7.0283,83.7978,cotton
112,41,13,29.137,86.7316,6.4054,58.561,cotton
109,46,17,26.8725,74.0514,6.6931,92.37,cotton
100,51,23,24.4242,82.8733,6.9563,103.3003,cotton
130,46,22,24.501,79.5952,6.9233,80.597,cotton
116,44,20,27.6121,87.6033,7.5402,69.9892,cotton
103,47,21,25.4489,81.3635,7.6707,85.402,cotton
108,50,12,27.8966,78.5604,6.472,86.2619,cotton
108,39,19,18.5159,79.0092,6.9556,81.2172,cotton
119,48,17,25.1531,80.1596,7.2371,82.6807,cotton
131,54,17,22.7114,75.4288,7.6582,77.3928,cotton
114,49,22,28.3909,76.9325,7.2592,94.9393,cotton
91,46,17,27.866,72.8602,7.0455,91.0434,cotton
116,50,18,24.0821,76.3081,7.2333,65.2535,cotton
116,49,12,27.8391,80.3756,7.2369,64.8411,cotton
115,51,19,28.4578,81.2007,6.4361,76.1844,cotton
110,34,16,24.186,72.0827,6.9964,91.0526,cotton
121,37,20,30.1798,79.4512,7.6296,82.2209,cotton
119,52,16,23.9216,82.2536,6.7963,70.3527,cotton
118,37,20,23.4637,79.3484,6.9647,83.9228,cotton
123,48,19,26.1647,77.4648,6.7787,75.0378,cotton
113,44,27,23.1155,78.3514,5.7431,93.2073,cotton
112,40,22,24.2133,77.8369,6.9103,84.9959,cotton
135,48,13,27.5236,77.4531,7.0509,75.2708,cotton
125,47,15,24.048,80.6953,6.6438,83.4728,cotton
128,59,20,19.7625,89.2308,6.3227,99.7257,cotton
133,42,16,24.9183,77.0252,6.4597,71.4555,cotton
124,55,8,22.2593,78.7274,7.2821,86.0399,cotton
129,48,25,26.1632,79.7932,7.8863,78.9431,cotton
99,42,23,25.7405,77.2506,7.5912,86.4048,cotton
120,51,22,27.6785,84.3929,6.2278,70.1815,cotton
116,49,18,26.2688,70.5165,7.3273,81.655,cotton
138,46,22,26.7256,77.8758,6.5684,96.6173,cotton
129,48,17,22.3273,83.2733,6.6089,65.9449,cotton
110,42,21,26.01,78.8236,6.669,60.0589,cotton
122,41,16,28.9211,76.7166,7.253,60.6282,cotton
120,51,26,22.2784,81.763,7.3796,62.4401,cotton
123,45,14,28.4993,83.6254,6.851,88.9298,cotton
106,46,25,22.6266,80.8425,6.8595,58.9121,cotton
122,48,20,21.8701,76.7951,7.1321,75.5316,cotton
115,48,18,24.7405,81.8248,7.184,89.2743,cotton
121,37,21,25.7898,78.3918,7.4881,86.2499,cotton
109,54,23,26.2794,82.9807,6.2578,74.2166,cotton
111,47,25,21.5956,85.933,6.91,82.8639,cotton
132,45,21,25.0864,69.5777,6.366,81.6072,cotton
76,33,33,25.2866,79.2287,7.1692,208.2586,jute
76,43,41,23.4864,73.0154,6.7068,222.1965,jute
100,52,33,27.9509,83.8541,7.0187,183.2806,jute
86,43,41,22.1065,83.2176,6.9872,187.6701,jute
103,42,47,24.3305,76.1222,6.9156,121.6704,jute
73,60,39,23.6078,83.0374,6.5712,227.4938,jute
77,57,34,22.6809,81.3745,6.7688,160.6127,jute
65,49,39,24.44,73.0969,6.4647,151.6632,jute
70,53,36,23.2717,75.2304,6.7051,168.6198,jute
97,33,43,25.0253,85.1914,6.2326,212.7918,jute
73,41,39,25.0544,81.0471,6.3838,230.2012,jute
97,43,49,23.7573,76.6785,6.5871,178.1352,jute
66,45,46,24.259,75.2076,6.3225,199.9521,jute
67,43,39,24.5383,76.923,6.498,176.0801,jute
75,31,44,26.6197,77.2776,6.6344,149.0551,jute
77,48,38,24.7031,75.2702,6.8609,211.9186,jute
87,49,40,26.6494,70.7912,7.0797,159.4468,jute
83,56,38,26.1716,85.2001,6.5145,213.3883,jute
74,41,44,26.1431,84.3532,7.234,207.4635,jute
77,41,47,27.7757,73.1337,7.0754,190.3509,jute
75,30,44,22.7612,80.1816,6.9016,220.7244,jute
69,44,45,24.0536,74.9888,6.7615,230.8087,jute
69,51,45,28.5266,78.1922,6.8276,170.6189,jute
88,42,43,24.4854,77.7762,7.1748,154.7801,jute
60,59,34,19.3698,77.3608,7.1894,128.3933,jute
94,44,49,24.5941,89.5147,7.234,231.1171,jute
75,47,49,25.2699,77.2984,6.7165,164.0079,jute
70,38,39,19.7658,75.4587,6.922,203.3759,jute
85,48,38,27.6679,75.6871,7.2374,156.4686,jute
93,34,43,23.5726,84.7189,6.4505,213.4566,jute
89,50,43,25.6571,71.2395,6.5726,157.4971,jute
83,50,39,24.548,75.6869,6.7064,145.207,jute
89,54,34,22.4233,86.7341,7.0598,169.7873,jute
61,40,42,22.859,80.7199,7.0661,161.7056,jute
73,47,43,23.1298,80.4596,6.6077,189.9075,jute
69,49,44,27.1713,90.1607,6.0966,173.7151,jute
90,49,42,24.7049,80.7317,6.7985,190.6926,jute
74,41,39,23.9563,75.9591,6.3327,167.7245,jute
86,32,45,23.1308,78.0896,6.104,158.3723,jute
83,48,40,27.3923,73.8228,6.1945,160.411,jute
69,45,38,27.9284,85.7797,6.8306,226.1235,jute
72,43,39,27.3695,82.3728,7.2444,180.6293,jute
91,51,31,25.9849,85.1221,6.7156,125.4059,jute
70,46,39,25.5797,85.5649,6.7846,161.9948,jute
79,38,43,22.5681,77.4289,7.1732,177.4217,jute
70,34,42,24.5084,74.7762,6.0822,221.135,jute
75,39,48,23.6323,79.2414,6.9081,200.7175,jute
78,60,39,21.349,75.1362,6.6954,151.9571,jute
70,50,42,27.1141,80.3248,6.9264,235.4589,jute
68,47,44,23.6083,85.1605,6.5066,174.221,jute
81,45,52,27.3919,78.6593,6.3728,206.1582,jute
70,45,41,26.7635,80.25,6.7562,146.1248,jute
70,53,35,26.1134,79.0308,7.3597,115.0459,jute
69,43,44,26.2258,83.5136,7.0444,139.7892,jute
77,49,49,23.7694,76.1611,6.4969,93.7417,jute
87,44,38,28.7157,68.5178,6.1636,227.8022,jute
93,58,44,25.0863,81.8543,6.0272,180.3633,jute
71,50,46,25.6039,84.4392,7.2264,151.8839,jute
100,53,45,23.7018,81.7319,6.318,186.3156,jute
68,42,41,23.1377,76.2988,6.5698,179.7334,jute
89,52,37,25.9546,73.8249,7.2285,190.5233,jute
71,44,40,25.435,81.9725,6.0544,205.2383,jute
69,47,42,23.4213,80.2074,7.2969,167.752,jute
71,56,45,22.1231,78.871,6.5985,153.004,jute
77,40,42,22.4602,88.6123,6.2406,195.6944,jute
84,47,38,27.3923,74.766,6.6011,195.0583,jute
85,49,43,23.7735,88.3752,6.411,177.5184,jute
69,49,44,24.3222,79.6589,6.8763,229.4389,jute
68,43,42,27.9007,70.3221,6.4407,164.0544,jute
69,59,36,22.7557,78.604,5.9353,152.5036,jute
77,38,39,23.546,84.2975,6.6118,185.4523,jute
76,55,45,23.4625,77.6747,6.1574,158.1266,jute
68,53,33,28.2361,72.1261,6.7817,187.3879,jute
81,57,30,28.9868,78.6774,6.2251,154.1748,jute
101,36,48,26.5031,75.2141,6.5048,164.9939,jute
73,41,43,26.5668,81.9591,6.773,222.271,jute
74,55,43,23.8393,83.367,6.615,164.8603,jute
84,35,35,28.8947,74.2186,6.8002,155.0287,jute
72,36,44,25.5354,75.971,6.9721,204.267,jute
85,43,41,26.7062,83.2832,6.2368,148.724,jute
71,47,32,24.789,75.2058,6.6742,157.6764,jute
96,56,47,24.4639,74.0892,5.3682,189.414,jute
81,45,41,28.3261,73.6065,6.7989,198.4603,jute
72,42,38,26.0794,81.2602,6.5797,205.5119,jute
72,48,38,27.9028,81.0458,6.3066,156.3195,jute
73,49,30,25.5107,76.0798,6.8263,189.9002,jute
92,49,43,23.3033,79.5254,7.1691,163.3473,jute
65,45,41,23.8333,87.1357,6.5096,159.8586,jute
71,34,39,25.2059,74.6297,6.3221,205.0803,jute
72,40,46,23.747,69.7413,6.766,161.2611,jute
78,55,33,22.7851,81.7754,6.1658,181.9551,jute
75,47,37,27.4028,78.948,6.4358,178.8895,jute
63,44,36,23.9103,75.9499,7.189,148.2311,jute
74,53,39,25.2764,82.7604,6.7249,199.1523,jute
77,39,40,25.5923,83.6961,5.9482,189.007,jute
72,45,42,23.8237,68.4586,5.9812,125.3427,jute
85,47,38,27.9016,76.237,6.7648,181.9355,jute
87,43,36,22.7657,91.0876,7.045,155.6757,jute
77,47,48,25.5233,82.417,6.053,202.4269,jute
80,45,52,25.4922,82.8805,6.8799,138.865,jute
97,28,28,25.2132,66.8379,7.1838,97.222,coffee
105,33,31,25.4347,49.4782,7.1031,185.1985,coffee
102,19,28,25.6286,63.5042,6.2839,171.0473,coffee
109,29,29,27.3937,48.8976,7.0652,151.0334,coffee
86,32,24,24.0056,61.6074,6.9505,172.068,coffee
118,26,35,23.8073,69.1715,7.0426,133.5481,coffee
106,29,32,27.9732,56.7221,6.997,159.8094,coffee
115,26,33,24.5747,56.4619,6.9811,177.8694,coffee
110,25,35,22.9739,61.6626,7.8803,80.6428,coffee
101,27,27,24.5297,56.0236,6.7695,146.8194,coffee
88,25,29,24.8399,68.9097,7.1745,157.4339,coffee
95,32,22,28.6099,59.1532,6.6116,153.0927,coffee
117,25,43,27.3497,56.079,7.1163,194.4275,coffee
115,24,29,27.795,54.7583,7.1757,129.9025,coffee
95,38,34,27.1399,52.4023,6.9458,142.471,coffee
73,34,25,27.3925,54.2335,7.4677,110.1033,coffee
99,20,34,24.1238,55.896,6.4463,195.7572,coffee
98,25,37,25.1028,55.0742,6.6051,151.8427,coffee
99,30,30,23.5202,54.0509,6.885,147.0398,coffee
106,31,26,25.079,70.593,7.1523,156.6879,coffee
110,22,29,26.8682,51.8194,6.8718,173.9059,coffee
111,35,21,25.7692,58.8798,7.3143,166.6841,coffee
105,33,30,28.123,61.5551,6.5353,224.1971,coffee
83,31,33,23.2172,61.7806,6.3438,169.3484,coffee
98,36,30,26.5005,57.6484,6.9233,146.3689,coffee
124,31,29,23.0034,56.5558,6.7691,143.9661,coffee
105,31,32,25.6884,60.7093,7.0171,148.181,coffee
105,37,32,26.9807,59.5991,6.789,120.4541,coffee
105,35,23,25.071,56.4462,6.664,158.9966,coffee
105,25,30,26.6023,48.6287,6.77,177.5867,coffee
77,32,40,23.5805,55.1925,6.8115,142.6659,coffee
99,26,25,22.1726,51.1207,6.678,137.8155,coffee
101,32,30,26.6141,53.997,6.7187,195.8986,coffee
114,31,38,28.988,58.1993,6.6386,122.3379,coffee
101,22,34,23.5079,60.1524,7.1427,106.3045,coffee
85,28,28,27.9444,68.6827,6.8776,129.1775,coffee
105,30,31,25.5868,54.7756,7.7027,119.4892,coffee
93,27,30,22.8286,62.6478,6.8643,167.6557,coffee
89,31,27,23.237,59.8358,6.5797,148.9824,coffee
93,33,30,25.5316,65.776,7.8683,152.5078,coffee
106,29,29,24.6911,61.4574,6.9655,186.8234,coffee
114,30,30,22.8742,51.9491,7.196,140.7166,coffee
106,36,27,22.1119,47.6617,7.0368,177.3772,coffee
107,31,25,23.8066,59.8676,7.0492,195.7831,coffee
106,30,30,25.8876,54.8293,7.0143,146.6084,coffee
102,24,37,25.4872,52.1181,6.3592,176.4256,coffee
108,32,30,24.4975,50.3945,6.947,151.9546,coffee
77,31,29,25.9038,58.9659,6.2701,181.1025,coffee
102,35,33,27.5801,67.0462,6.7303,118.7128,coffee
91,29,29,26.2883,55.548,6.5098,116.8622,coffee
113,20,37,25.2574,61.5416,6.943,148.2183,coffee
100,20,30,27.3561,57.3864,6.9337,135.7769,coffee
101,33,33,23.5803,50.2637,6.9925,145.0823,coffee
86,26,27,25.0502,62.4089,6.9149,152.5118,coffee
111,31,32,25.0978,51.4318,6.5573,176.0003,coffee
107,30,31,23.0261,58.1298,6.6956,147.8085,coffee
107,28,30,24.6603,55.9509,7.1682,137.4035,coffee
93,29,28,21.3501,63.3585,7.2271,149.2122,coffee
93,25,27,29.3244,51.6511,6.3413,138.7714,coffee
103,29,31,23.6252,60.3452,6.1876,134.6499,coffee
94,26,33,28.6722,52.9612,6.5092,117.6746,coffee
105,27,29,25.5762,54.9334,7.2181,159.737,coffee
79,27,31,26.6297,36.1888,7.286,143.7824,coffee
96,28,30,24.5224,70.5526,6.4301,182.157,coffee
119,34,30,25.9159,61.3033,6.9229,121.8151,coffee
105,28,29,26.801,53.3959,7.5338,144.4479,coffee
103,34,30,26.8291,51.2521,6.9661,203.3227,coffee
121,37,41,27.0495,55.0261,7.3686,134.5098,coffee
78,33,31,24.7633,62.3013,7.1995,152.0867,coffee
93,32,33,24.5393,46.6475,6.4359,127.6039,coffee
97,31,32,22.3116,57.1505,6.724,124.2893,coffee
110,33,29,26.5464,68.6239,6.8139,196.6828,coffee
110,29,35,27.6648,51.1963,6.8417,162.276,coffee
92,34,29,28.732,58.4823,7.1665,161.342,coffee
111,32,34,26.1103,71.2199,6.9635,115.5921,coffee
97,27,29,23.967,61.7929,5.6255,166.9685,coffee
113,33,26,22.1058,58.7555,6.2749,186.9355,coffee
91,29,31,27.5833,61.0398,5.925,186.7369,coffee
100,28,26,21.9074,55.5948,6.8701,174.7083,coffee
96,27,32,24.8188,65.7978,6.8962,129.7629,coffee
112,30,25,25.0514,55.604,6.9133,165.8281,coffee
96,34,29,25.3611,46.2449,6.4164,174.6896,coffee
101,33,24,25.5716,55.6522,7.0697,113.1389,coffee
106,31,41,25.7763,52.1996,7.0865,129.968,coffee
106,32,23,20.6693,56.3128,6.2979,180.2039,coffee
110,35,30,25.5293,56.4455,6.2136,179.9011,coffee
103,28,35,21.0408,65.1845,6.7999,119.2854,coffee
97,23,34,26.9644,62.1718,7.5167,177.8755,coffee
98,36,33,24.3897,59.5796,7.4799,160.3826,coffee
101,26,29,21.1859,57.9823,7.0254,177.5252,coffee
103,26,35,23.8716,51.6469,6.508,142.137,coffee
100,20,34,24.3598,44.9129,7.1547,174.1296,coffee
101,32,31,27.8814,58.679,6.619,179.0957,coffee
86,21,31,25.8933,62.7678,6.493,149.2166,coffee
108,25,29,26.1889,57.35,5.9424,158.4438,coffee
103,32,26,27.8624,54.7909,6.841,141.787,coffee
111,33,35,25.3077,60.787,6.5481,199.291,coffee
101,26,35,27.0084,57.5,6.8386,154.9932,coffee
84,28,26,26.8677,68.1145,5.8803,134.9494,coffee
97,25,29,22.9271,65.3964,6.8679,140.1044,coffee
