lane_id,origin_location_id,mandi_id,origin_state,origin_district,market_option,market_name,road_distance_km,freight_inr_per_quintal,handling_inr_per_quintal,loading_inr_per_quintal,expected_transit_days,mode,use_case,effective_date,data_status
FML-E1B6E7A7E7,LOC-73A71AB6F0,MND-B343630750,Arunachal Pradesh,Kra Daadi,C,Kra Daadi — Regional Wholesale Market,32,45.2,6,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CBFA05D0F3,LOC-53127136EC,MND-771CB7B613,Arunachal Pradesh,Kurung Kumey,A,Kurung Kumey — Primary Local Mandi,23,42.3,13,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3ABF0635E3,LOC-53127136EC,MND-2F692F5175,Arunachal Pradesh,Kurung Kumey,B,Kurung Kumey — Secondary Market Yard,46,71.6,6,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-71DFD02D2D,LOC-53127136EC,MND-CDDE22DF54,Arunachal Pradesh,Kurung Kumey,C,Kurung Kumey — Regional Wholesale Market,67,95.7,5,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-00016FEEAD,LOC-D6B6C6F872,MND-0B8AF8F79A,Arunachal Pradesh,Leparada,A,Leparada — Primary Local Mandi,28,39.8,11,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-73C4CD948C,LOC-D6B6C6F872,MND-545D76652C,Arunachal Pradesh,Leparada,B,Leparada — Secondary Market Yard,64,88.4,9,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D7205DC02F,LOC-D6B6C6F872,MND-D6DB27763F,Arunachal Pradesh,Leparada,C,Leparada — Regional Wholesale Market,56,73.6,12,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-91016FD0C9,LOC-D5D75F3E15,MND-2829CC1DF5,Arunachal Pradesh,Lohit,A,Lohit — Primary Local Mandi,30,41.0,8,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-ECF7DED906,LOC-D5D75F3E15,MND-5052A126E3,Arunachal Pradesh,Lohit,B,Lohit — Secondary Market Yard,75,99.5,5,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-33CDEF6555,LOC-D5D75F3E15,MND-2B4B51B01F,Arunachal Pradesh,Lohit,C,Lohit — Regional Wholesale Market,63,91.3,5,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-488BB031F7,LOC-07D8CDEEEB,MND-E837C16F77,Arunachal Pradesh,Longding,A,Longding — Primary Local Mandi,78,105.8,8,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-831E30181D,LOC-07D8CDEEEB,MND-D42ACAFF28,Arunachal Pradesh,Longding,B,Longding — Secondary Market Yard,27,40.7,9,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6AD3A717D3,LOC-07D8CDEEEB,MND-13EC69AFCF,Arunachal Pradesh,Longding,C,Longding — Regional Wholesale Market,38,59.8,6,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C5BD75F3BE,LOC-335F2A324D,MND-DD35F81167,Arunachal Pradesh,Lower Dibang Valley,A,Lower Dibang Valley — Primary Local Mandi,23,34.3,12,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-424E91F8D3,LOC-335F2A324D,MND-31618BBDAA,Arunachal Pradesh,Lower Dibang Valley,B,Lower Dibang Valley — Secondary Market Yard,76,103.6,8,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B2FD841A6E,LOC-335F2A324D,MND-3F994DC168,Arunachal Pradesh,Lower Dibang Valley,C,Lower Dibang Valley — Regional Wholesale Market,13,22.3,11,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C82F0EDCC3,LOC-655972E917,MND-1180B0C082,Arunachal Pradesh,Lower Siang,A,Lower Siang — Primary Local Mandi,56,83.6,8,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-95F0A271C7,LOC-655972E917,MND-6C132C13DC,Arunachal Pradesh,Lower Siang,B,Lower Siang — Secondary Market Yard,18,31.8,14,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4A51811A15,LOC-655972E917,MND-124995F9E1,Arunachal Pradesh,Lower Siang,C,Lower Siang — Regional Wholesale Market,30,45.0,14,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0F679C523A,LOC-72DD635FBF,MND-CD8438F47A,Arunachal Pradesh,Lower Subansiri,A,Lower Subansiri — Primary Local Mandi,68,87.8,9,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-44C91B1EB3,LOC-72DD635FBF,MND-9060B9EAE9,Arunachal Pradesh,Lower Subansiri,B,Lower Subansiri — Secondary Market Yard,46,59.6,8,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8E7B595C51,LOC-72DD635FBF,MND-3EC8AFB54E,Arunachal Pradesh,Lower Subansiri,C,Lower Subansiri — Regional Wholesale Market,20,33.0,8,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-41D85341B2,LOC-079BCE8840,MND-41AA1AEB71,Arunachal Pradesh,Namsai,A,Namsai — Primary Local Mandi,47,65.7,14,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-54F8CD4054,LOC-079BCE8840,MND-FB5F46862C,Arunachal Pradesh,Namsai,B,Namsai — Secondary Market Yard,36,47.6,12,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6644473F89,LOC-079BCE8840,MND-5654FE881B,Arunachal Pradesh,Namsai,C,Namsai — Regional Wholesale Market,41,54.1,10,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-84C3006765,LOC-9158B6EDCD,MND-FF494F67B0,Arunachal Pradesh,Pakke Kessang,A,Pakke Kessang — Primary Local Mandi,28,36.8,9,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-03F5BE692A,LOC-9158B6EDCD,MND-679D4262B1,Arunachal Pradesh,Pakke Kessang,B,Pakke Kessang — Secondary Market Yard,12,34.2,11,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-8E0D192F6B,LOC-9158B6EDCD,MND-B001D13840,Arunachal Pradesh,Pakke Kessang,C,Pakke Kessang — Regional Wholesale Market,6,24.6,6,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-21281F78D7,LOC-C68D37F2A6,MND-50E02F869D,Arunachal Pradesh,Papum Pare,A,Papum Pare — Primary Local Mandi,12,34.2,12,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-28BC312CF9,LOC-C68D37F2A6,MND-BFB3DC82AB,Arunachal Pradesh,Papum Pare,B,Papum Pare — Secondary Market Yard,23,43.3,11,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-55BB4E1F76,LOC-C68D37F2A6,MND-55B04EDE2F,Arunachal Pradesh,Papum Pare,C,Papum Pare — Regional Wholesale Market,5,18,11,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9DC84F153C,LOC-7AAD6EB764,MND-1B15F1721F,Arunachal Pradesh,Shi Yomi,A,Shi Yomi — Primary Local Mandi,53,80.3,10,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-175EB4CEEB,LOC-7AAD6EB764,MND-7926D0CEB3,Arunachal Pradesh,Shi Yomi,B,Shi Yomi — Secondary Market Yard,6,18,14,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C0EB7DA779,LOC-7AAD6EB764,MND-1114AAAED0,Arunachal Pradesh,Shi Yomi,C,Shi Yomi — Regional Wholesale Market,30,42.0,11,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-4B84C49134,LOC-E44AF9D74A,MND-CDF250CD98,Arunachal Pradesh,Siang,A,Siang — Primary Local Mandi,53,70.3,6,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C222427F0A,LOC-E44AF9D74A,MND-49B4F065F3,Arunachal Pradesh,Siang,B,Siang — Secondary Market Yard,14,31.4,7,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-355AA7141F,LOC-E44AF9D74A,MND-8782AB6869,Arunachal Pradesh,Siang,C,Siang — Regional Wholesale Market,12,20.2,6,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0DBD339304,LOC-F8597C3BDB,MND-85797C6B44,Arunachal Pradesh,Tawang,A,Tawang — Primary Local Mandi,36,57.6,14,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2E57BA13BC,LOC-F8597C3BDB,MND-2FD67B6237,Arunachal Pradesh,Tawang,B,Tawang — Secondary Market Yard,54,65.4,9,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E25F669AE2,LOC-F8597C3BDB,MND-0D136EF0AB,Arunachal Pradesh,Tawang,C,Tawang — Regional Wholesale Market,44,68.4,6,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6FB2EEAA23,LOC-EFB161F39E,MND-DB4DCDEA2D,Arunachal Pradesh,Tirap,A,Tirap — Primary Local Mandi,29,43.9,12,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-CD356329D6,LOC-EFB161F39E,MND-A53C4EAA0E,Arunachal Pradesh,Tirap,B,Tirap — Secondary Market Yard,56,73.6,10,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9D472129C1,LOC-EFB161F39E,MND-AD9F3CE41E,Arunachal Pradesh,Tirap,C,Tirap — Regional Wholesale Market,76,90.6,9,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F77F904E98,LOC-087172D569,MND-C4709DF30E,Arunachal Pradesh,Upper Siang,A,Upper Siang — Primary Local Mandi,43,62.3,12,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-51EEBC6274,LOC-087172D569,MND-70240FC8D6,Arunachal Pradesh,Upper Siang,B,Upper Siang — Secondary Market Yard,7,24.7,8,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C334FFDE49,LOC-087172D569,MND-77ACC1B22A,Arunachal Pradesh,Upper Siang,C,Upper Siang — Regional Wholesale Market,55,78.5,9,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AEAEA2806D,LOC-7B7EC28801,MND-1E8729AA59,Arunachal Pradesh,Upper Subansiri,A,Upper Subansiri — Primary Local Mandi,5,18,5,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7512634114,LOC-7B7EC28801,MND-26C6A6B81F,Arunachal Pradesh,Upper Subansiri,B,Upper Subansiri — Secondary Market Yard,78,102.8,10,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9E59E7B295,LOC-7B7EC28801,MND-73D34ABC60,Arunachal Pradesh,Upper Subansiri,C,Upper Subansiri — Regional Wholesale Market,18,35.8,7,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-B928C67876,LOC-659CE4DB8D,MND-6A6A67D5A6,Arunachal Pradesh,West Kameng,A,West Kameng — Primary Local Mandi,51,63.1,9,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-64E67BDA8E,LOC-659CE4DB8D,MND-8CD19A28CA,Arunachal Pradesh,West Kameng,B,West Kameng — Secondary Market Yard,31,56.1,9,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9CE3E2E24A,LOC-659CE4DB8D,MND-F19ADAECF8,Arunachal Pradesh,West Kameng,C,West Kameng — Regional Wholesale Market,37,59.7,13,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-F66F67CE91,LOC-7D584E4438,MND-396F436E6B,Arunachal Pradesh,West Siang,A,West Siang — Primary Local Mandi,52,69.2,11,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E49ABCBB4D,LOC-7D584E4438,MND-3BAE0B8726,Arunachal Pradesh,West Siang,B,West Siang — Secondary Market Yard,50,66.0,12,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7E1018758F,LOC-7D584E4438,MND-B75549DECE,Arunachal Pradesh,West Siang,C,West Siang — Regional Wholesale Market,39,59.9,6,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2D0EF896D7,LOC-00781000CA,MND-6A584EB5B5,Assam,Bajali,A,Bajali — Primary Local Mandi,43,68.3,11,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2781801DC6,LOC-00781000CA,MND-B396DEC443,Assam,Bajali,B,Bajali — Secondary Market Yard,30,43.0,10,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-41F66A0F1F,LOC-00781000CA,MND-8F14795CC8,Assam,Bajali,C,Bajali — Regional Wholesale Market,33,51.3,6,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-EB56F18DC8,LOC-4587BB8B45,MND-21C2153A41,Assam,Baksa,A,Baksa — Primary Local Mandi,26,36.6,8,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0FC1CD3FA0,LOC-4587BB8B45,MND-D379ACE8FF,Assam,Baksa,B,Baksa — Secondary Market Yard,77,105.7,13,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-25DCD6CD28,LOC-4587BB8B45,MND-EBBBD4FB81,Assam,Baksa,C,Baksa — Regional Wholesale Market,8,20.8,8,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5DC38B5D60,LOC-1E29F948B9,MND-F2B5CCA59F,Assam,Barpeta,A,Barpeta — Primary Local Mandi,9,30.9,6,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-883EA0C8E9,LOC-1E29F948B9,MND-FFD1D6BB8B,Assam,Barpeta,B,Barpeta — Secondary Market Yard,25,46.5,10,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C502024EC6,LOC-1E29F948B9,MND-3F7C6186E2,Assam,Barpeta,C,Barpeta — Regional Wholesale Market,41,58.1,5,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-95B4C736FF,LOC-C892B37BBF,MND-4811D8793A,Assam,Biswanath,A,Biswanath — Primary Local Mandi,12,33.2,14,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5BD35C95DE,LOC-C892B37BBF,MND-E8DA21958D,Assam,Biswanath,B,Biswanath — Secondary Market Yard,78,94.8,7,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-576E8AB9C9,LOC-C892B37BBF,MND-9053CF40B1,Assam,Biswanath,C,Biswanath — Regional Wholesale Market,28,38.8,6,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-85D8342621,LOC-1E72B47829,MND-6A415AF3C1,Assam,Bongaigaon,A,Bongaigaon — Primary Local Mandi,46,62.6,10,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9B941E6233,LOC-1E72B47829,MND-367B6C8B81,Assam,Bongaigaon,B,Bongaigaon — Secondary Market Yard,39,60.9,9,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-468A0D73F8,LOC-1E72B47829,MND-4D1027A544,Assam,Bongaigaon,C,Bongaigaon — Regional Wholesale Market,54,66.4,11,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-778B346BDE,LOC-3E3DE518DF,MND-6E07254695,Assam,Cachar,A,Cachar — Primary Local Mandi,17,38.7,9,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9B49C34A08,LOC-3E3DE518DF,MND-0407CD4239,Assam,Cachar,B,Cachar — Secondary Market Yard,56,67.6,13,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E30F373907,LOC-3E3DE518DF,MND-9F8D6792F4,Assam,Cachar,C,Cachar — Regional Wholesale Market,73,88.3,10,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-573E556230,LOC-944CD47104,MND-CCFD5A603C,Assam,Charaideo,A,Charaideo — Primary Local Mandi,15,25.5,7,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6B9A95D8C1,LOC-944CD47104,MND-2F8C7CA6B3,Assam,Charaideo,B,Charaideo — Secondary Market Yard,66,82.6,5,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-ABD9E3F550,LOC-944CD47104,MND-AC3916B645,Assam,Charaideo,C,Charaideo — Regional Wholesale Market,77,102.7,10,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-53EB055FC0,LOC-7EAB129F9B,MND-1DFE0ACD25,Assam,Chirang,A,Chirang — Primary Local Mandi,72,85.2,9,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0650FD7397,LOC-7EAB129F9B,MND-3A4025FC31,Assam,Chirang,B,Chirang — Secondary Market Yard,47,69.7,13,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-218E38E8B5,LOC-7EAB129F9B,MND-5A3792544C,Assam,Chirang,C,Chirang — Regional Wholesale Market,53,78.3,13,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-D41A35A5C9,LOC-32BB78744F,MND-2C51AEEB86,Assam,Darrang,A,Darrang — Primary Local Mandi,63,80.3,11,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DEC5F21D93,LOC-32BB78744F,MND-8D16D0B483,Assam,Darrang,B,Darrang — Secondary Market Yard,61,87.1,8,9,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-6509EC88B2,LOC-32BB78744F,MND-110B9BEA8A,Assam,Darrang,C,Darrang — Regional Wholesale Market,68,86.8,5,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-7AFBFA285F,LOC-7FCC93EA9E,MND-11BE220C37,Assam,Dhemaji,A,Dhemaji — Primary Local Mandi,23,35.3,5,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1F5CFFFDE5,LOC-7FCC93EA9E,MND-67326AE81C,Assam,Dhemaji,B,Dhemaji — Secondary Market Yard,77,92.7,9,11,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C7AC6A7817,LOC-7FCC93EA9E,MND-663A66DE67,Assam,Dhemaji,C,Dhemaji — Regional Wholesale Market,55,79.5,11,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2B89B739E0,LOC-8A16DDBB79,MND-D02B9447F4,Assam,Dhubri,A,Dhubri — Primary Local Mandi,7,18.7,7,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0EA33B8E39,LOC-8A16DDBB79,MND-89CA477DB2,Assam,Dhubri,B,Dhubri — Secondary Market Yard,76,99.6,9,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5CAA099737,LOC-8A16DDBB79,MND-597C6CC721,Assam,Dhubri,C,Dhubri — Regional Wholesale Market,35,53.5,6,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-78F08AA9A8,LOC-A6BDB5463F,MND-7BBC4ECE66,Assam,Dibrugarh,A,Dibrugarh — Primary Local Mandi,38,47.8,8,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-DE2ADB451A,LOC-A6BDB5463F,MND-38367FD21E,Assam,Dibrugarh,B,Dibrugarh — Secondary Market Yard,36,61.6,12,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C376614D05,LOC-A6BDB5463F,MND-0A629736D6,Assam,Dibrugarh,C,Dibrugarh — Regional Wholesale Market,51,71.1,12,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1A80743587,LOC-4B423B5772,MND-0EFF543723,Assam,Dima Hasao,A,Dima Hasao — Primary Local Mandi,60,83.0,14,10,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-FE44B005B0,LOC-4B423B5772,MND-F790BD0803,Assam,Dima Hasao,B,Dima Hasao — Secondary Market Yard,22,37.2,9,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1F0F6CC4F3,LOC-4B423B5772,MND-9230F9C010,Assam,Dima Hasao,C,Dima Hasao — Regional Wholesale Market,36,51.6,7,11,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-5DE22AD9E8,LOC-A53E1AD12B,MND-BDE1A52BD8,Assam,Goalpara,A,Goalpara — Primary Local Mandi,66,80.6,14,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C50879F82C,LOC-A53E1AD12B,MND-BD3B1DFD0D,Assam,Goalpara,B,Goalpara — Secondary Market Yard,7,18,9,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-EDA133E0C6,LOC-A53E1AD12B,MND-6DF9DE235E,Assam,Goalpara,C,Goalpara — Regional Wholesale Market,11,32.1,6,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0AE44303FE,LOC-4F54279EB5,MND-B32C4C6CA4,Assam,Golaghat,A,Golaghat — Primary Local Mandi,47,64.7,11,5,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-21FED285FE,LOC-4F54279EB5,MND-4F6F56860E,Assam,Golaghat,B,Golaghat — Secondary Market Yard,12,26.2,14,5,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E83FE09865,LOC-4F54279EB5,MND-5B13DB379C,Assam,Golaghat,C,Golaghat — Regional Wholesale Market,33,44.3,10,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-0A23A5D52D,LOC-5AC18B99B7,MND-6B52E61E55,Assam,Hailakandi,A,Hailakandi — Primary Local Mandi,20,34.0,10,7,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-9238C37EE8,LOC-5AC18B99B7,MND-2609C3680F,Assam,Hailakandi,B,Hailakandi — Secondary Market Yard,64,82.4,11,8,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-01C84A07D9,LOC-5AC18B99B7,MND-C4A86F3839,Assam,Hailakandi,C,Hailakandi — Regional Wholesale Market,10,24.0,7,6,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-733C55686B,LOC-79209FA47E,MND-6934BC5AB4,Assam,Hojai,A,Hojai — Primary Local Mandi,23,32.3,6,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-44098D8823,LOC-79209FA47E,MND-09D6BD6247,Assam,Hojai,B,Hojai — Secondary Market Yard,46,70.6,11,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-1B0E52EA38,LOC-79209FA47E,MND-4F0D9909DA,Assam,Hojai,C,Hojai — Regional Wholesale Market,31,52.1,8,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-2F698C85D9,LOC-9B7372DE32,MND-653EC86DC1,Assam,Jorhat,A,Jorhat — Primary Local Mandi,43,63.3,7,8,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-E5510ACE46,LOC-9B7372DE32,MND-F15A5F0F07,Assam,Jorhat,B,Jorhat — Secondary Market Yard,57,70.7,8,6,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-C164BE39CF,LOC-9B7372DE32,MND-37C91D6133,Assam,Jorhat,C,Jorhat — Regional Wholesale Market,74,91.4,9,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-AB6A66EDFC,LOC-4B2F6050E6,MND-E1A4251263,Assam,Kamrup,A,Kamrup — Primary Local Mandi,51,62.1,8,7,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-3BC20BEB2D,LOC-4B2F6050E6,MND-D274537512,Assam,Kamrup,B,Kamrup — Secondary Market Yard,71,88.1,13,4,2,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-158DAFC525,LOC-4B2F6050E6,MND-10022A66D3,Assam,Kamrup,C,Kamrup — Regional Wholesale Market,14,33.4,10,10,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-163C8779DF,LOC-30E4D8ED84,MND-FB573B63B3,Assam,Kamrup Metro,A,Kamrup Metro — Primary Local Mandi,42,63.2,5,9,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
FML-512C297717,LOC-30E4D8ED84,MND-857B62BB23,Assam,Kamrup Metro,B,Kamrup Metro — Secondary Market Yard,30,40.0,7,4,1,TRUCK,FARMER_LOCAL_MANDI,2026-09-20,SYNTHETIC_DEMO
