location_id,state,district,location_type,display_name,primary_buyer_hub_city,primary_buyer_hub_district,data_status,verified
LOC-2C16300496,Uttar Pradesh,Meerut,DISTRICT,"Meerut, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-BC52D8580D,Uttar Pradesh,Mirzapur,DISTRICT,"Mirzapur, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-F253726F35,Uttar Pradesh,Moradabad,DISTRICT,"Moradabad, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-C830BA834D,Uttar Pradesh,Muzaffarnagar,DISTRICT,"Muzaffarnagar, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-A93C94C858,Uttar Pradesh,Pilibhit,DISTRICT,"Pilibhit, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-B7975ECBF7,Uttar Pradesh,Pratapgarh,DISTRICT,"Pratapgarh, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-459202F2C8,Uttar Pradesh,Prayagraj,DISTRICT,"Prayagraj, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-58EA63D864,Uttar Pradesh,Rae Bareli,DISTRICT,"Rae Bareli, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-6385A90548,Uttar Pradesh,Rampur,DISTRICT,"Rampur, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-DAEAFBEED8,Uttar Pradesh,Saharanpur,DISTRICT,"Saharanpur, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-529C814C65,Uttar Pradesh,Sambhal,DISTRICT,"Sambhal, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-71B89295CF,Uttar Pradesh,Sant Kabir Nagar,DISTRICT,"Sant Kabir Nagar, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-4ECB86E375,Uttar Pradesh,Sant Ravidas Nagar,DISTRICT,"Sant Ravidas Nagar, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-0A44262975,Uttar Pradesh,Shahjahanpur,DISTRICT,"Shahjahanpur, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-73FF2DC771,Uttar Pradesh,Shamli,DISTRICT,"Shamli, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-EAAC47E219,Uttar Pradesh,Shrawasti,DISTRICT,"Shrawasti, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-3C2C6FDE36,Uttar Pradesh,Siddharthnagar,DISTRICT,"Siddharthnagar, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-F5F3FD2938,Uttar Pradesh,Sitapur,DISTRICT,"Sitapur, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-58BA2187F8,Uttar Pradesh,Sonbhadra,DISTRICT,"Sonbhadra, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-6DDE512872,Uttar Pradesh,Sultanpur,DISTRICT,"Sultanpur, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-6C406ABDEF,Uttar Pradesh,Unnao,DISTRICT,"Unnao, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-3E890B3C1B,Uttar Pradesh,Varanasi,DISTRICT,"Varanasi, Uttar Pradesh",Lucknow,Lucknow,SYNTHETIC_DEMO,FALSE
LOC-C8281FAC42,Uttarakhand,Almora,DISTRICT,"Almora, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-CAF516E2EF,Uttarakhand,Bageshwar,DISTRICT,"Bageshwar, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-84E8A2569A,Uttarakhand,Chamoli,DISTRICT,"Chamoli, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-AEE592E301,Uttarakhand,Champawat,DISTRICT,"Champawat, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-E9EA5D6ED0,Uttarakhand,Dehradun,DISTRICT,"Dehradun, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-0036077A7E,Uttarakhand,Haridwar,DISTRICT,"Haridwar, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-F204DCEC0E,Uttarakhand,Nainital,DISTRICT,"Nainital, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-72966EDFC2,Uttarakhand,Pauri Garhwal,DISTRICT,"Pauri Garhwal, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-CE3FB514C4,Uttarakhand,Pithoragarh,DISTRICT,"Pithoragarh, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-308B04DE40,Uttarakhand,Rudraprayag,DISTRICT,"Rudraprayag, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-87AA3C02CB,Uttarakhand,Tehri Garhwal,DISTRICT,"Tehri Garhwal, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-F92482C3E1,Uttarakhand,Udham Singh Nagar,DISTRICT,"Udham Singh Nagar, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-D0E3A22098,Uttarakhand,Uttarkashi,DISTRICT,"Uttarkashi, Uttarakhand",Dehradun,Dehradun,SYNTHETIC_DEMO,FALSE
LOC-4B00C86F80,West Bengal,Alipurduar,DISTRICT,"Alipurduar, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-1FE2E8C219,West Bengal,Bankura,DISTRICT,"Bankura, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-889656289C,West Bengal,Birbhum,DISTRICT,"Birbhum, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-D669EE419C,West Bengal,Cooch Behar,DISTRICT,"Cooch Behar, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-56BC757727,West Bengal,Dakshin Dinajpur,DISTRICT,"Dakshin Dinajpur, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-44958D9A68,West Bengal,Darjeeling,DISTRICT,"Darjeeling, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-0E89468381,West Bengal,Hooghly,DISTRICT,"Hooghly, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-6AC9D403DB,West Bengal,Howrah,DISTRICT,"Howrah, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-787B141186,West Bengal,Jalpaiguri,DISTRICT,"Jalpaiguri, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-A959F88479,West Bengal,Jhargram,DISTRICT,"Jhargram, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-6EC79ACB8A,West Bengal,Kalimpong,DISTRICT,"Kalimpong, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-87340E1D62,West Bengal,Kolkata,DISTRICT,"Kolkata, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-4B5854CE87,West Bengal,Malda,DISTRICT,"Malda, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-D28CF3087C,West Bengal,Murshidabad,DISTRICT,"Murshidabad, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-759AD7A938,West Bengal,Nadia,DISTRICT,"Nadia, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-FEB4C33EE0,West Bengal,North 24 Parganas,DISTRICT,"North 24 Parganas, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-63DC933361,West Bengal,Paschim Bardhaman,DISTRICT,"Paschim Bardhaman, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-0CE41EBF95,West Bengal,Paschim Medinipur,DISTRICT,"Paschim Medinipur, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-1B2E7B4118,West Bengal,Purba Bardhaman,DISTRICT,"Purba Bardhaman, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-6895D349E0,West Bengal,Purba Medinipur,DISTRICT,"Purba Medinipur, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-7A82A9BE80,West Bengal,Purulia,DISTRICT,"Purulia, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-BA5176068F,West Bengal,South 24 Parganas,DISTRICT,"South 24 Parganas, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
LOC-7C0BAFE190,West Bengal,Uttar Dinajpur,DISTRICT,"Uttar Dinajpur, West Bengal",Kolkata,Kolkata,SYNTHETIC_DEMO,FALSE
